city,number_of_bedrooms,number_of_bathrooms,furnished,power_supply_hours,security_level,estate_type,proximity_to_road,parking_space,monthly_rent
Port Harcourt,4,3,No,12,High,Non-Estate,Far,Yes,815000
Lagos,2,1,No,0,High,Estate,Far,No,450000
Port Harcourt,4,2,No,12,Medium,Estate,Near,No,765000
Port Harcourt,2,2,Yes,12,High,Estate,Far,Yes,745000
Lagos,4,4,No,4,Low,Estate,Far,No,635000
Lagos,2,1,No,20,Medium,Non-Estate,Near,Yes,600000
Ibadan,2,1,No,4,Medium,Non-Estate,Near,No,205000
Abuja,3,2,No,20,Low,Non-Estate,Near,No,895000
Lagos,2,2,No,0,Medium,Estate,Far,No,410000
Ilorin,3,3,No,20,Low,Estate,Near,No,350000
Lagos,2,1,No,0,High,Estate,Near,Yes,435000
Port Harcourt,3,3,No,16,Medium,Estate,Near,Yes,630000
Ilorin,2,2,Yes,8,Medium,Estate,Near,No,215000
Lagos,1,1,Yes,16,Low,Estate,Far,Yes,530000
Lagos,2,1,Yes,12,Low,Non-Estate,Far,Yes,500000
Lagos,2,2,Yes,4,High,Non-Estate,Near,Yes,665000
Abuja,2,1,Yes,16,High,Non-Estate,Far,No,720000
Lagos,2,1,No,4,High,Estate,Far,Yes,410000
Port Harcourt,2,2,No,20,Medium,Non-Estate,Near,No,485000
Lagos,1,1,No,4,Low,Non-Estate,Near,No,280000
Abuja,3,2,Yes,12,Medium,Estate,Far,No,935000
Ilorin,4,2,Yes,16,Medium,Estate,Far,Yes,445000
Ibadan,2,1,No,8,Low,Estate,Far,Yes,230000
Port Harcourt,3,2,Yes,8,Medium,Estate,Near,Yes,630000
Abuja,3,2,No,16,Medium,Non-Estate,Far,No,660000
Port Harcourt,2,2,No,16,Low,Estate,Near,Yes,545000
Abuja,3,2,Yes,20,Medium,Non-Estate,Far,Yes,1035000
Abuja,2,1,Yes,8,Medium,Estate,Far,Yes,760000
Lagos,3,2,No,12,Medium,Non-Estate,Far,No,605000
Benin,1,1,No,8,Medium,Estate,Far,No,135000
Abuja,3,2,No,8,Medium,Non-Estate,Near,Yes,665000
Lagos,3,2,No,16,Low,Estate,Far,Yes,670000
Abuja,1,1,Yes,8,High,Estate,Near,No,595000
Abuja,2,1,No,12,High,Non-Estate,Far,Yes,615000
Ibadan,5,4,Yes,12,Medium,Non-Estate,Near,No,735000
Ibadan,2,1,Yes,16,Low,Estate,Far,No,310000
Ibadan,3,2,No,20,Medium,Non-Estate,Near,No,375000
Lagos,4,2,No,16,Medium,Non-Estate,Far,No,700000
Abuja,3,2,Yes,12,High,Non-Estate,Near,No,990000
Abuja,3,2,Yes,16,High,Non-Estate,Near,No,1135000
Lagos,3,2,Yes,12,High,Non-Estate,Far,Yes,1020000
Lagos,4,2,Yes,4,Low,Estate,Far,Yes,870000
Ibadan,2,1,Yes,4,High,Estate,Near,No,345000
Lagos,2,1,No,0,Medium,Estate,Near,Yes,380000
Abuja,2,1,No,12,High,Non-Estate,Near,No,550000
Lagos,5,3,No,16,Medium,Non-Estate,Far,Yes,975000
Lagos,3,2,No,8,Medium,Non-Estate,Far,No,500000
Lagos,1,1,No,8,Medium,Non-Estate,Far,No,295000
Ilorin,4,4,No,20,Low,Non-Estate,Near,No,330000
Ibadan,2,2,No,16,Medium,Non-Estate,Near,Yes,335000
Ilorin,1,1,Yes,16,High,Non-Estate,Far,No,195000
Abuja,3,2,No,8,Low,Non-Estate,Near,Yes,630000
Lagos,2,1,No,4,Low,Estate,Near,Yes,460000
Abuja,4,3,No,0,Low,Non-Estate,Near,Yes,700000
Abuja,2,1,No,4,Medium,Non-Estate,Far,No,365000
Ibadan,4,3,No,8,High,Non-Estate,Far,Yes,485000
Lagos,3,2,No,12,Low,Non-Estate,Near,No,560000
Abuja,1,1,Yes,4,Low,Non-Estate,Far,No,370000
Lagos,5,3,No,4,High,Non-Estate,Near,No,860000
Abuja,3,3,No,4,High,Non-Estate,Near,No,690000
Ibadan,2,2,Yes,12,Low,Estate,Near,No,350000
Abuja,2,1,No,12,High,Estate,Near,No,785000
Abuja,4,3,No,12,Medium,Non-Estate,Near,No,855000
Abuja,2,1,Yes,8,High,Non-Estate,Far,Yes,585000
Abuja,2,1,No,8,Medium,Non-Estate,Near,Yes,495000
Ibadan,1,1,Yes,4,High,Non-Estate,Near,Yes,185000
Benin,2,1,No,8,Low,Non-Estate,Near,Yes,190000
Ilorin,3,2,No,20,Low,Estate,Near,Yes,330000
Ibadan,2,2,Yes,24,Medium,Non-Estate,Near,No,470000
Abuja,2,1,No,12,Medium,Non-Estate,Near,No,580000
Port Harcourt,2,2,No,20,High,Non-Estate,Far,Yes,610000
Abuja,2,1,No,12,Medium,Non-Estate,Far,No,535000
Lagos,4,3,No,0,Low,Non-Estate,Far,Yes,615000
Ibadan,2,1,No,24,Medium,Non-Estate,Near,Yes,300000
Lagos,5,3,No,4,Medium,Estate,Far,No,840000
Benin,2,2,No,16,High,Estate,Near,No,360000
Abuja,2,1,Yes,8,Medium,Estate,Near,Yes,770000
Port Harcourt,4,3,No,8,Medium,Estate,Near,Yes,810000
Port Harcourt,2,1,Yes,12,Medium,Estate,Near,Yes,490000
Benin,3,2,No,12,High,Estate,Far,Yes,390000
Port Harcourt,5,3,No,8,Medium,Non-Estate,Near,No,750000
Port Harcourt,1,1,Yes,8,Low,Non-Estate,Near,No,265000
Lagos,1,1,Yes,8,High,Non-Estate,Near,No,380000
Abuja,3,3,Yes,24,Medium,Non-Estate,Far,Yes,1155000
Lagos,2,2,No,16,Medium,Non-Estate,Far,No,580000
Ibadan,2,1,No,12,High,Non-Estate,Near,Yes,305000
Abuja,1,1,No,4,High,Non-Estate,Far,No,375000
Port Harcourt,1,1,No,16,High,Estate,Far,Yes,380000
Lagos,3,2,Yes,4,High,Non-Estate,Near,No,835000
Lagos,1,1,No,8,Low,Non-Estate,Far,No,270000
Ibadan,2,1,No,8,Medium,Non-Estate,Near,No,200000
Lagos,3,2,No,20,Medium,Estate,Near,Yes,835000
Lagos,2,1,Yes,4,Medium,Non-Estate,Far,No,500000
Lagos,1,1,No,4,High,Estate,Near,No,345000
Ilorin,3,3,No,12,High,Estate,Near,No,280000
Ibadan,1,1,No,8,Medium,Non-Estate,Far,Yes,130000
Abuja,3,2,Yes,12,High,Non-Estate,Near,Yes,1035000
Lagos,4,4,No,12,Medium,Non-Estate,Near,Yes,1045000
Abuja,2,1,No,12,Medium,Non-Estate,Near,Yes,570000
Ibadan,3,3,Yes,4,Medium,Non-Estate,Near,No,370000
Port Harcourt,2,1,No,4,Medium,Non-Estate,Near,No,340000
Lagos,2,2,No,16,Low,Estate,Far,Yes,595000
Lagos,4,2,Yes,20,High,Estate,Near,No,1700000
Lagos,4,2,No,8,Medium,Non-Estate,Far,Yes,650000
Port Harcourt,2,1,No,4,High,Non-Estate,Near,Yes,415000
Ibadan,3,2,No,4,Medium,Estate,Far,Yes,260000
Lagos,4,4,No,12,Low,Estate,Far,No,965000
Lagos,5,3,Yes,16,Medium,Non-Estate,Near,No,1420000
Lagos,3,3,No,8,Medium,Non-Estate,Far,Yes,545000
Ilorin,2,2,Yes,16,High,Non-Estate,Far,No,245000
Lagos,2,1,No,16,Low,Non-Estate,Near,Yes,490000
Ibadan,5,3,Yes,20,High,Estate,Near,Yes,920000
Port Harcourt,1,1,Yes,4,High,Non-Estate,Far,Yes,315000
Abuja,3,2,No,4,High,Non-Estate,Far,Yes,750000
Lagos,2,1,No,4,Medium,Estate,Near,No,440000
Lagos,2,2,No,20,High,Non-Estate,Near,No,705000
Port Harcourt,2,1,Yes,16,Medium,Non-Estate,Near,Yes,470000
Ibadan,5,3,No,12,Low,Non-Estate,Near,Yes,450000
Port Harcourt,1,1,Yes,4,Low,Estate,Far,Yes,295000
Abuja,3,2,No,8,High,Non-Estate,Near,Yes,910000
Lagos,1,1,No,8,Low,Non-Estate,Near,Yes,345000
Ilorin,2,1,Yes,12,Medium,Non-Estate,Far,Yes,185000
Ibadan,2,1,No,8,Low,Estate,Near,No,240000
Lagos,3,2,Yes,4,Medium,Non-Estate,Near,Yes,685000
Ilorin,2,1,No,16,Low,Non-Estate,Near,Yes,190000
Port Harcourt,2,1,No,8,High,Estate,Near,No,470000
Port Harcourt,1,1,No,12,Medium,Estate,Near,Yes,360000
Ibadan,2,1,No,4,High,Non-Estate,Near,Yes,200000
Ibadan,5,4,Yes,16,Medium,Estate,Near,Yes,1015000
Port Harcourt,4,2,Yes,12,High,Non-Estate,Far,Yes,755000
Lagos,2,1,Yes,20,Medium,Estate,Far,Yes,785000
Abuja,3,2,No,12,Medium,Estate,Near,Yes,1000000
Benin,4,4,No,20,Medium,Non-Estate,Near,No,455000
Lagos,1,1,Yes,20,Medium,Estate,Far,No,475000
Abuja,4,3,No,12,High,Non-Estate,Near,No,1005000
Abuja,4,4,Yes,20,Medium,Non-Estate,Far,Yes,1520000
Abuja,1,1,Yes,8,High,Non-Estate,Far,Yes,430000
Port Harcourt,2,2,No,8,High,Non-Estate,Near,Yes,430000
Benin,5,3,No,0,Low,Non-Estate,Near,Yes,280000
Lagos,3,3,No,12,Medium,Estate,Near,Yes,910000
Lagos,1,1,Yes,16,Low,Non-Estate,Near,Yes,415000
Lagos,2,1,No,16,Medium,Estate,Far,Yes,610000
Benin,2,1,Yes,4,Medium,Non-Estate,Far,Yes,190000
Port Harcourt,3,2,Yes,12,High,Non-Estate,Near,Yes,795000
Lagos,3,3,No,4,Low,Non-Estate,Near,Yes,505000
Ibadan,5,3,No,16,Low,Estate,Near,Yes,660000
Benin,2,1,Yes,4,Low,Estate,Near,Yes,245000
Ibadan,3,3,Yes,20,Medium,Non-Estate,Far,Yes,450000
Benin,3,2,No,8,High,Estate,Far,Yes,350000
Lagos,2,1,Yes,8,High,Non-Estate,Near,Yes,705000
Ibadan,2,1,No,20,Medium,Non-Estate,Near,Yes,265000
Abuja,5,3,No,12,High,Estate,Near,Yes,1600000
Ibadan,4,3,Yes,0,Medium,Estate,Near,No,445000
Ibadan,2,1,No,12,Low,Non-Estate,Near,Yes,205000
Ibadan,3,2,No,4,Low,Non-Estate,Near,Yes,255000
Port Harcourt,2,2,Yes,24,High,Estate,Near,Yes,1035000
Lagos,3,3,No,12,Medium,Estate,Far,Yes,785000
Abuja,3,3,Yes,8,Medium,Estate,Near,Yes,1210000
Ilorin,3,2,No,12,Medium,Estate,Near,No,270000
Benin,5,4,Yes,4,Medium,Non-Estate,Far,No,355000
Lagos,3,2,No,16,High,Non-Estate,Far,Yes,690000
Lagos,2,1,No,20,Low,Non-Estate,Near,No,575000
Lagos,3,3,Yes,20,High,Non-Estate,Near,Yes,1260000
Ibadan,2,1,No,8,Medium,Estate,Far,Yes,215000
Ibadan,2,2,Yes,8,Low,Non-Estate,Near,No,290000
Lagos,2,1,No,0,Medium,Non-Estate,Near,Yes,380000
Abuja,2,1,No,16,Medium,Non-Estate,Near,Yes,670000
Ibadan,3,2,Yes,12,Medium,Non-Estate,Near,No,385000
Ibadan,2,2,No,12,Medium,Non-Estate,Near,No,240000
Abuja,3,2,No,20,Medium,Non-Estate,Near,No,1010000
Port Harcourt,3,2,Yes,4,High,Estate,Far,No,700000
Abuja,2,1,No,0,Medium,Non-Estate,Far,No,330000
Lagos,4,3,No,4,Medium,Non-Estate,Far,Yes,715000
Port Harcourt,2,1,No,8,Medium,Non-Estate,Near,Yes,320000
Port Harcourt,2,1,Yes,0,Medium,Non-Estate,Near,No,300000
Benin,3,2,No,12,Low,Non-Estate,Far,No,220000
Port Harcourt,2,1,No,8,High,Non-Estate,Near,Yes,355000
Ibadan,1,1,No,4,Medium,Non-Estate,Near,No,155000
Lagos,3,3,No,16,High,Non-Estate,Near,Yes,930000
Abuja,3,3,Yes,8,High,Non-Estate,Near,Yes,985000
Lagos,2,2,No,16,Medium,Non-Estate,Near,Yes,645000
Lagos,5,4,No,8,Medium,Estate,Near,Yes,1240000
Ibadan,3,2,No,12,Medium,Non-Estate,Far,No,270000
Ilorin,4,2,Yes,20,Medium,Non-Estate,Near,Yes,440000
Lagos,1,1,No,0,High,Non-Estate,Far,No,270000
Abuja,3,3,No,12,High,Estate,Far,Yes,1070000
Ibadan,4,4,No,20,Low,Non-Estate,Near,Yes,585000
Lagos,3,2,No,12,Medium,Estate,Far,No,620000
Port Harcourt,3,2,No,8,High,Non-Estate,Far,Yes,485000
Ibadan,2,1,No,8,Medium,Estate,Near,No,275000
Port Harcourt,1,1,No,16,High,Non-Estate,Near,Yes,405000
Lagos,2,1,Yes,20,High,Estate,Near,Yes,910000
Abuja,2,1,No,0,Medium,Estate,Far,No,345000
Ibadan,4,4,Yes,4,Medium,Non-Estate,Near,No,505000
Port Harcourt,2,1,No,8,Medium,Estate,Near,No,375000
Lagos,5,4,No,8,Medium,Non-Estate,Near,No,895000
Ibadan,5,4,No,8,Medium,Non-Estate,Near,No,465000
Lagos,2,2,Yes,8,Medium,Non-Estate,Near,Yes,585000
Ibadan,2,1,No,4,High,Estate,Near,No,245000
Lagos,4,3,Yes,4,Medium,Non-Estate,Far,Yes,830000
Ilorin,5,4,Yes,20,Low,Estate,Far,Yes,500000
Abuja,2,1,Yes,4,Medium,Non-Estate,Far,Yes,600000
Abuja,2,1,No,8,Medium,Non-Estate,Near,Yes,575000
Lagos,3,3,No,8,Medium,Estate,Far,Yes,785000
Abuja,3,3,No,20,Medium,Non-Estate,Near,Yes,1105000
Benin,2,2,No,16,Low,Estate,Near,Yes,290000
Ilorin,3,3,Yes,16,Medium,Non-Estate,Far,No,275000
Abuja,1,1,No,4,Medium,Non-Estate,Near,No,270000
Abuja,1,1,Yes,16,Medium,Non-Estate,Near,No,475000
Ibadan,2,1,Yes,12,Medium,Non-Estate,Near,Yes,300000
Benin,2,1,Yes,8,Medium,Non-Estate,Near,No,230000
Port Harcourt,2,2,No,12,High,Non-Estate,Far,Yes,515000
Abuja,2,1,No,16,Low,Non-Estate,Near,No,555000
Abuja,2,1,No,16,Medium,Non-Estate,Far,Yes,580000
Port Harcourt,2,1,No,20,High,Non-Estate,Near,Yes,575000
Lagos,2,1,No,20,Medium,Non-Estate,Near,Yes,535000
Port Harcourt,5,4,Yes,8,High,Estate,Near,No,1400000
Abuja,2,2,No,12,Low,Estate,Far,No,590000
Ibadan,2,1,No,0,Medium,Estate,Far,No,170000
Lagos,3,2,No,20,Medium,Non-Estate,Near,Yes,920000
Port Harcourt,5,4,No,4,Low,Estate,Near,Yes,800000
Abuja,2,1,No,20,Medium,Non-Estate,Far,No,595000
Port Harcourt,3,2,Yes,8,Medium,Non-Estate,Near,Yes,625000
Lagos,3,3,No,8,Medium,Non-Estate,Near,No,665000
Port Harcourt,3,2,No,0,High,Non-Estate,Near,Yes,390000
Port Harcourt,1,1,Yes,8,Low,Estate,Near,No,375000
Port Harcourt,3,2,No,20,Medium,Non-Estate,Near,No,705000
Port Harcourt,1,1,No,0,Medium,Non-Estate,Near,No,195000
Port Harcourt,3,3,Yes,12,Medium,Non-Estate,Far,Yes,705000
Ibadan,3,3,No,0,High,Non-Estate,Far,Yes,305000
Lagos,2,1,No,8,Medium,Estate,Far,No,435000
Ibadan,4,4,Yes,4,Low,Non-Estate,Near,No,500000
Abuja,1,1,Yes,8,Medium,Estate,Near,Yes,560000
Lagos,4,3,Yes,20,High,Non-Estate,Far,Yes,1365000
Lagos,2,1,No,12,Medium,Estate,Far,No,530000
Abuja,2,1,No,8,Medium,Non-Estate,Near,No,490000
Ibadan,1,1,No,12,Low,Estate,Near,No,170000
Ibadan,5,4,Yes,4,Low,Non-Estate,Far,No,515000
Ibadan,1,1,Yes,8,Low,Estate,Far,No,205000
Abuja,2,2,Yes,12,Medium,Non-Estate,Far,Yes,765000
Abuja,2,2,No,8,High,Non-Estate,Far,Yes,520000
Lagos,3,3,No,16,Medium,Estate,Near,Yes,925000
Abuja,3,2,No,12,Low,Estate,Near,No,870000
Abuja,1,1,Yes,16,Medium,Non-Estate,Far,Yes,600000
Lagos,2,1,No,20,Medium,Estate,Near,Yes,760000
Lagos,2,2,No,4,Medium,Non-Estate,Near,Yes,470000
Port Harcourt,2,1,Yes,8,Medium,Non-Estate,Far,Yes,380000
Ibadan,2,1,No,8,Medium,Estate,Near,No,275000
Ilorin,3,2,Yes,4,Medium,Estate,Far,No,210000
Benin,2,1,Yes,16,Low,Non-Estate,Far,No,225000
Port Harcourt,2,1,Yes,16,Low,Estate,Near,Yes,525000
Abuja,2,2,No,12,Low,Estate,Near,No,700000
Port Harcourt,5,4,No,12,Medium,Estate,Near,Yes,895000
Ibadan,5,4,Yes,4,Low,Estate,Far,No,485000
Lagos,4,2,Yes,12,Medium,Estate,Near,Yes,1090000
Abuja,2,1,No,16,High,Non-Estate,Near,Yes,725000
Ibadan,1,1,No,12,Medium,Non-Estate,Far,Yes,190000
Abuja,2,1,No,8,Medium,Non-Estate,Near,No,475000
Port Harcourt,2,1,Yes,16,High,Estate,Near,No,690000
Port Harcourt,3,3,Yes,8,Medium,Estate,Near,Yes,675000
Lagos,3,2,Yes,12,High,Non-Estate,Near,Yes,900000
Abuja,4,3,Yes,12,Medium,Non-Estate,Far,No,985000
Abuja,4,3,No,8,Medium,Estate,Near,Yes,1010000
Lagos,2,1,No,16,Medium,Non-Estate,Near,Yes,560000
Lagos,3,2,No,20,Low,Non-Estate,Far,Yes,670000
Ibadan,2,1,No,0,High,Non-Estate,Far,No,200000
Lagos,1,1,Yes,20,Low,Estate,Near,Yes,675000
Abuja,3,2,Yes,12,Medium,Non-Estate,Far,No,755000
Lagos,1,1,No,16,Medium,Non-Estate,Far,Yes,315000
Benin,2,1,Yes,20,Low,Non-Estate,Near,Yes,330000
Lagos,2,1,Yes,12,Low,Non-Estate,Far,Yes,495000
Abuja,3,3,No,16,Low,Estate,Far,No,840000
Benin,3,3,Yes,4,Medium,Non-Estate,Near,Yes,300000
Ibadan,2,1,Yes,4,High,Non-Estate,Far,No,290000
Lagos,4,3,No,16,Medium,Non-Estate,Far,Yes,935000
Ibadan,2,1,No,20,Low,Non-Estate,Far,Yes,230000
Abuja,2,1,Yes,20,Medium,Non-Estate,Near,No,690000
Abuja,3,2,Yes,12,High,Estate,Near,No,1100000
Lagos,3,2,No,12,Low,Estate,Near,Yes,700000
Lagos,5,4,Yes,8,Medium,Non-Estate,Near,No,1175000
Ibadan,2,1,No,24,High,Estate,Far,No,425000
Abuja,3,3,Yes,8,Low,Estate,Near,Yes,960000
Abuja,3,3,Yes,16,Medium,Non-Estate,Near,Yes,1095000
Ibadan,4,3,No,12,Low,Non-Estate,Far,Yes,380000
Ibadan,2,1,No,12,High,Estate,Near,Yes,285000
Lagos,3,2,Yes,8,High,Non-Estate,Near,No,940000
Port Harcourt,3,2,Yes,24,High,Estate,Near,Yes,1030000
Lagos,2,1,Yes,12,Medium,Estate,Near,Yes,665000
Ibadan,2,1,Yes,20,Medium,Estate,Far,Yes,360000
Port Harcourt,2,1,No,0,Low,Estate,Far,No,265000
Ilorin,3,2,No,12,High,Non-Estate,Near,No,285000
Lagos,4,4,No,16,High,Non-Estate,Near,Yes,1035000
Lagos,3,2,No,16,Medium,Non-Estate,Far,Yes,675000
Lagos,3,3,No,20,Medium,Estate,Far,Yes,790000
Lagos,3,3,No,0,Low,Non-Estate,Near,No,495000
Lagos,1,1,Yes,0,Medium,Estate,Far,Yes,350000
Benin,2,2,Yes,12,Medium,Estate,Near,No,330000
Lagos,2,1,No,0,Medium,Non-Estate,Near,Yes,345000
Lagos,2,1,No,24,Medium,Non-Estate,Far,No,635000
Ibadan,2,1,No,8,Low,Estate,Near,No,235000
Abuja,3,2,No,12,High,Estate,Near,No,970000
Ibadan,2,1,No,4,High,Non-Estate,Near,Yes,245000
Lagos,2,1,Yes,12,High,Non-Estate,Near,No,680000
Abuja,2,1,No,8,Medium,Non-Estate,Far,Yes,430000
Lagos,1,1,Yes,0,Medium,Non-Estate,Near,Yes,300000
Lagos,4,3,No,8,Medium,Non-Estate,Near,No,660000
Benin,4,2,Yes,8,High,Estate,Near,No,485000
Lagos,3,2,No,24,Medium,Non-Estate,Far,No,800000
Abuja,1,1,No,8,Medium,Estate,Near,Yes,375000
Abuja,3,2,No,12,Medium,Estate,Far,No,815000
Abuja,4,2,No,24,High,Non-Estate,Far,Yes,1445000
Benin,3,3,No,16,Low,Non-Estate,Far,Yes,285000
Lagos,1,1,No,24,Low,Estate,Far,No,415000
Port Harcourt,3,3,No,24,Medium,Non-Estate,Near,Yes,840000
Ilorin,4,2,Yes,12,High,Non-Estate,Near,No,405000
Port Harcourt,3,3,No,16,Medium,Estate,Far,Yes,600000
Benin,3,2,No,4,Medium,Estate,Far,Yes,240000
Lagos,2,1,No,12,Medium,Estate,Near,No,570000
Abuja,3,2,Yes,16,Medium,Estate,Near,No,1190000
Lagos,1,1,No,12,Medium,Non-Estate,Near,Yes,375000
Ibadan,3,2,Yes,16,Medium,Non-Estate,Far,Yes,450000
Ilorin,1,1,Yes,16,Medium,Non-Estate,Far,No,165000
Lagos,2,2,No,8,High,Estate,Near,Yes,595000
Port Harcourt,2,1,Yes,20,Medium,Estate,Near,Yes,725000
Lagos,3,2,Yes,12,High,Estate,Near,No,1215000
Port Harcourt,1,1,No,8,Low,Estate,Near,Yes,275000
Abuja,3,2,Yes,20,Medium,Estate,Far,No,1280000
Ilorin,3,3,Yes,12,High,Non-Estate,Far,No,290000
Port Harcourt,2,1,Yes,16,Low,Estate,Near,No,530000
Abuja,1,1,No,12,Medium,Non-Estate,Near,Yes,465000
Lagos,1,1,No,8,Medium,Non-Estate,Near,No,265000
Lagos,4,4,No,16,High,Non-Estate,Far,Yes,995000
Lagos,3,3,Yes,12,Medium,Estate,Near,Yes,1035000
Lagos,2,1,Yes,8,Low,Non-Estate,Near,Yes,515000
Benin,1,1,Yes,4,High,Non-Estate,Far,Yes,170000
Port Harcourt,3,2,No,20,Medium,Estate,Far,Yes,630000
Abuja,4,4,No,0,Low,Non-Estate,Far,Yes,575000
Lagos,4,2,Yes,20,Low,Non-Estate,Near,Yes,1130000
Benin,3,2,Yes,8,High,Non-Estate,Near,Yes,375000
Ibadan,1,1,Yes,12,Low,Estate,Near,No,245000
Lagos,1,1,No,20,Medium,Non-Estate,Far,Yes,410000
Ibadan,1,1,No,4,Medium,Non-Estate,Far,No,135000
Abuja,2,2,No,12,High,Non-Estate,Far,No,565000
Lagos,1,1,No,16,High,Non-Estate,Near,No,465000
Abuja,2,2,No,16,Medium,Non-Estate,Far,Yes,540000
Abuja,2,1,Yes,12,Low,Estate,Near,No,670000
Lagos,4,2,Yes,12,High,Non-Estate,Near,No,1200000
Benin,3,2,No,16,Medium,Non-Estate,Near,No,285000
Ibadan,4,3,No,16,High,Estate,Far,Yes,605000
Port Harcourt,3,3,No,16,Medium,Estate,Near,No,660000
Abuja,1,1,No,8,Medium,Non-Estate,Far,No,325000
Abuja,3,2,No,24,Low,Non-Estate,Far,Yes,845000
Port Harcourt,2,1,No,12,Medium,Estate,Near,No,500000
Abuja,3,2,No,0,Medium,Estate,Far,No,525000
Lagos,2,2,No,8,Medium,Non-Estate,Near,No,475000
Abuja,5,4,Yes,4,Low,Non-Estate,Near,Yes,1335000
Ibadan,2,2,No,4,Low,Estate,Far,No,220000
Abuja,2,1,No,8,Low,Non-Estate,Far,Yes,460000
Lagos,4,3,No,4,Medium,Estate,Near,No,785000
Ibadan,1,1,No,16,High,Estate,Far,Yes,250000
Lagos,3,2,No,4,Medium,Non-Estate,Far,Yes,550000
Lagos,3,2,Yes,8,Medium,Estate,Near,Yes,760000
Lagos,4,2,No,4,Low,Non-Estate,Near,No,665000
Abuja,5,3,Yes,4,Medium,Estate,Far,No,1230000
Ibadan,5,4,No,8,Medium,Non-Estate,Near,Yes,565000
Abuja,1,1,No,12,High,Estate,Far,Yes,425000
Lagos,4,3,Yes,24,High,Estate,Far,Yes,1930000
Benin,3,2,Yes,20,Medium,Non-Estate,Near,No,365000
Benin,3,2,No,20,High,Non-Estate,Far,Yes,395000
Benin,1,1,Yes,4,Low,Non-Estate,Near,Yes,145000
Lagos,3,3,Yes,8,Medium,Non-Estate,Far,No,755000
Abuja,5,4,No,4,Low,Non-Estate,Near,Yes,995000
Ilorin,4,3,No,16,Medium,Non-Estate,Far,Yes,275000
Ibadan,2,1,Yes,4,Low,Non-Estate,Near,Yes,245000
Lagos,1,1,No,12,Medium,Non-Estate,Far,No,295000
Lagos,2,1,No,8,Medium,Non-Estate,Near,No,430000
Abuja,4,3,No,8,High,Non-Estate,Near,No,1055000
Benin,3,3,No,24,Medium,Estate,Near,Yes,405000
Abuja,2,1,Yes,16,Low,Non-Estate,Far,Yes,690000
Abuja,1,1,Yes,16,Medium,Estate,Near,Yes,675000
Lagos,2,1,Yes,12,High,Estate,Far,No,675000
Port Harcourt,2,2,No,20,High,Non-Estate,Far,No,585000
Ibadan,4,2,No,12,Medium,Non-Estate,Far,No,375000
Abuja,3,3,No,20,High,Non-Estate,Near,Yes,1025000
Ibadan,2,1,No,8,High,Non-Estate,Far,No,205000
Ilorin,3,2,No,12,Low,Estate,Near,No,245000
Lagos,1,1,No,16,Low,Non-Estate,Far,Yes,335000
Abuja,5,4,No,8,Low,Non-Estate,Far,No,865000
Lagos,2,1,Yes,20,Medium,Estate,Near,No,700000
Ibadan,2,2,Yes,24,Medium,Estate,Near,No,495000
Port Harcourt,2,1,No,12,High,Non-Estate,Near,No,445000
Port Harcourt,3,2,No,8,Medium,Non-Estate,Near,Yes,435000
Ibadan,3,3,No,12,Medium,Non-Estate,Far,No,340000
Abuja,3,2,No,20,Medium,Non-Estate,Near,No,1005000
Benin,2,1,Yes,12,Low,Non-Estate,Far,Yes,265000
Abuja,2,2,No,0,Low,Estate,Near,Yes,520000
Lagos,1,1,No,12,Medium,Non-Estate,Far,Yes,365000
Port Harcourt,3,3,No,0,Medium,Estate,Far,Yes,395000
Ibadan,1,1,No,16,High,Estate,Far,No,210000
Abuja,3,2,No,8,Medium,Non-Estate,Near,Yes,685000
Benin,4,2,No,12,High,Non-Estate,Near,Yes,415000
Benin,4,4,No,16,Medium,Non-Estate,Near,Yes,485000
Lagos,2,1,No,0,Medium,Non-Estate,Near,Yes,320000
Ilorin,2,2,No,4,Medium,Estate,Far,Yes,155000
Lagos,1,1,Yes,8,Low,Estate,Far,Yes,430000
Lagos,3,2,Yes,8,Low,Estate,Near,Yes,820000
Lagos,4,3,Yes,8,Low,Non-Estate,Near,No,885000
Benin,2,1,Yes,24,Medium,Non-Estate,Near,Yes,315000
Port Harcourt,2,1,No,16,Medium,Non-Estate,Near,No,475000
Lagos,4,3,No,20,Low,Estate,Near,Yes,1145000
Abuja,4,3,Yes,20,Medium,Non-Estate,Far,Yes,1410000
Port Harcourt,2,2,Yes,8,Medium,Non-Estate,Near,Yes,440000
Lagos,3,3,Yes,8,High,Non-Estate,Far,Yes,865000
Benin,2,2,No,8,High,Non-Estate,Near,Yes,215000
Ibadan,1,1,No,16,High,Non-Estate,Far,Yes,195000
Abuja,4,3,No,16,Medium,Estate,Near,Yes,1185000
Ilorin,4,3,No,8,Medium,Estate,Far,No,235000
Abuja,3,3,Yes,8,High,Estate,Near,Yes,1250000
Ilorin,1,1,Yes,12,Low,Estate,Near,No,155000
Port Harcourt,4,4,Yes,12,Medium,Estate,Near,No,1145000
Port Harcourt,2,1,No,20,Low,Estate,Far,No,395000
Lagos,2,1,No,8,Medium,Estate,Far,Yes,410000
Benin,3,3,No,20,Medium,Non-Estate,Near,No,395000
Abuja,1,1,No,12,Medium,Non-Estate,Near,Yes,365000
Lagos,3,2,No,16,Medium,Non-Estate,Near,Yes,635000
Lagos,3,3,Yes,20,Low,Estate,Near,Yes,1075000
